SalePrice,OverallQual,OverallCond,BedroomAbvGr,TotRmsAbvGrd,GrLivArea,TotalBsmtSF,YearBuilt,MSZoning,Utilities,BldgType,Categoria
135000,6,5,2,4,1004,975,1977,RL,AllPub,Duplex,barata
176000,7,5,3,6,1253,1237,1995,RL,AllPub,1Fam,barata
175900,6,5,3,7,1603,761,1992,RL,AllPub,1Fam,barata
187100,7,5,3,6,1430,1413,2001,RL,AllPub,1Fam,barata
165500,5,6,1,4,1110,1097,1978,RL,AllPub,1Fam,barata
128000,6,6,3,9,1484,742,1914,RM,AllPub,1Fam,barata
161500,6,5,3,7,1342,1372,1967,RL,AllPub,1Fam,barata
139000,5,6,4,7,1652,686,1915,RM,AllPub,1Fam,barata
233000,7,5,4,8,2084,956,2004,RL,AllPub,1Fam,cara
107900,4,7,2,4,901,901,1954,RM,AllPub,1Fam,barata
187500,6,8,5,9,2087,832,1966,RL,AllPub,1Fam,barata
160200,7,5,2,5,1145,1145,2005,RL,AllPub,TwnhsE,barata
146800,6,5,3,5,1062,1029,1976,RL,AllPub,1Fam,barata
269790,7,5,3,8,2013,1117,1996,RL,AllPub,1Fam,cara
225000,8,5,3,7,1496,1496,2007,RL,AllPub,1Fam,cara
194500,7,5,3,7,1895,712,1994,RL,AllPub,1Fam,barata
171000,6,6,3,7,1564,650,1980,RL,AllPub,1Fam,barata
143500,6,5,3,7,1285,660,1977,RL,AllPub,1Fam,barata
110000,5,5,2,4,773,773,1953,RL,AllPub,1Fam,barata
485000,9,5,4,11,3140,1926,2008,RL,AllPub,1Fam,cara
175000,5,7,3,7,1768,731,1937,RL,AllPub,1Fam,barata
200000,6,5,4,8,1688,616,1997,RL,AllPub,1Fam,barata
109900,4,7,2,5,1196,1196,1916,RM,AllPub,1Fam,barata
189000,7,5,3,7,1456,728,2005,RL,AllPub,1Fam,barata
582933,9,5,4,12,2822,1734,2008,RL,AllPub,1Fam,cara
118000,5,5,2,5,1128,936,1954,RL,AllPub,1Fam,barata
227680,7,5,3,6,1428,1417,2008,RL,AllPub,1Fam,cara
135500,5,5,3,6,980,980,1967,RL,AllPub,1Fam,barata
223500,5,6,3,6,1576,1324,1923,RL,AllPub,1Fam,cara
159950,5,5,3,6,1086,1024,1966,RL,AllPub,1Fam,barata
106000,5,5,2,11,2138,849,1898,RM,AllPub,1Fam,barata
181000,6,6,3,5,1309,1040,1974,RL,AllPub,1Fam,barata
144500,6,5,1,4,848,848,2004,RM,AllPub,TwnhsE,barata
55993,5,5,2,4,1044,540,1952,C (all),AllPub,1Fam,barata
157900,6,6,4,7,1442,1442,1958,RL,AllPub,1Fam,barata
116000,5,7,3,7,1250,686,1918,RL,AllPub,1Fam,barata
224900,7,5,3,6,1661,1649,1998,RL,AllPub,1Fam,cara
137000,5,6,2,4,1008,1008,1954,RL,AllPub,1Fam,barata
271000,8,5,3,7,1689,1568,2002,RL,AllPub,1Fam,cara
155000,6,7,3,6,1052,1010,1971,RL,AllPub,1Fam,barata
224000,7,5,2,6,1358,1358,2009,RL,AllPub,TwnhsE,cara
183000,7,5,3,6,1640,798,2003,RL,AllPub,1Fam,barata
93000,4,4,2,4,936,936,1953,RM,AllPub,2fmCon,barata
225000,7,5,3,7,1733,847,2003,RL,AllPub,1Fam,cara
139500,6,7,3,7,1489,778,1940,RL,AllPub,1Fam,barata
232600,8,5,3,7,1489,1489,2006,FV,AllPub,1Fam,cara
385000,10,5,2,7,2084,2078,2007,RL,AllPub,1Fam,cara
109500,5,6,2,5,784,784,1924,RM,AllPub,1Fam,barata
189000,7,5,3,6,1434,1454,2001,RL,AllPub,1Fam,barata
185000,5,5,3,7,2126,1013,1967,RL,AllPub,1Fam,barata
147400,7,5,2,4,1223,600,2005,FV,AllPub,Twnhs,barata
166000,6,5,3,6,1392,1392,1957,RL,AllPub,1Fam,barata
151000,7,5,2,4,1200,600,2005,FV,AllPub,TwnhsE,barata
237000,7,6,3,7,1829,941,2003,RL,AllPub,1Fam,cara
167000,6,6,3,6,1516,1516,1964,RL,AllPub,1Fam,barata
139950,5,6,3,6,1144,1144,1961,RL,AllPub,1Fam,barata
128000,4,7,2,4,1067,1067,1950,RL,AllPub,1Fam,barata
153500,5,6,2,5,1559,1559,1948,RM,AllPub,1Fam,barata
100000,6,5,2,5,987,483,1973,RM,AllPub,Twnhs,barata
144000,5,6,3,6,1099,1099,1995,RL,AllPub,1Fam,barata
130500,5,6,3,6,1200,768,1946,RL,AllPub,1Fam,barata
140000,6,8,4,7,1482,672,1925,RH,AllPub,1Fam,barata
157500,5,8,3,8,1539,650,1904,RM,AllPub,1Fam,barata
174900,6,7,3,6,1165,1127,1966,RL,AllPub,1Fam,barata
141000,5,4,6,10,1800,1800,1961,RL,AllPub,Duplex,barata
153900,5,8,4,7,1416,876,1915,RM,AllPub,1Fam,barata
171000,5,5,3,6,1701,1390,1975,RL,AllPub,1Fam,barata
213000,7,5,3,7,1775,740,1993,RL,AllPub,1Fam,barata
133500,5,6,3,5,864,864,1972,RL,AllPub,1Fam,barata
240000,6,8,5,10,2358,907,1908,RL,AllPub,1Fam,cara
187000,6,7,3,7,1855,528,1976,RL,AllPub,1Fam,barata
131500,6,5,1,3,848,848,2003,RM,AllPub,TwnhsE,barata
215000,8,5,2,7,1456,1273,2003,RL,AllPub,TwnhsE,cara
164000,7,5,4,7,1646,918,1941,RL,AllPub,1Fam,barata
158000,6,6,3,7,1445,1127,1964,RL,AllPub,1Fam,barata
170000,5,4,3,6,1779,1763,1955,RL,AllPub,1Fam,barata
127000,5,8,3,6,1040,1040,1962,RL,AllPub,1Fam,barata
147000,6,6,3,5,1026,940,1978,RL,AllPub,1Fam,barata
174000,6,5,3,6,1481,702,1994,RL,AllPub,1Fam,barata
152000,7,5,3,6,1370,1090,1976,RL,AllPub,1Fam,barata
250000,6,7,4,9,2654,1054,1968,RL,AllPub,1Fam,cara
189950,7,8,3,7,1426,912,1918,RL,AllPub,1Fam,barata
131500,5,4,3,6,1039,1039,1965,RL,AllPub,2fmCon,barata
152000,6,5,3,6,1097,1040,1984,RL,AllPub,1Fam,barata
132500,5,5,3,6,1148,1148,1959,RL,AllPub,1Fam,barata
250580,7,5,3,6,1372,1372,2007,FV,AllPub,1Fam,cara
148500,5,6,3,5,1002,1002,1970,RL,AllPub,1Fam,barata
248900,8,5,3,6,1646,1638,2006,RL,AllPub,1Fam,cara
129000,4,5,3,5,1120,1040,1961,RL,AllPub,1Fam,barata
169000,5,6,2,7,2320,0,1948,RL,AllPub,1Fam,barata
236000,7,5,3,8,1949,1050,1993,RL,AllPub,1Fam,cara
109500,5,5,2,5,894,894,1962,RL,AllPub,1Fam,barata
200500,6,5,3,7,1682,804,1998,RL,AllPub,1Fam,barata
116000,5,7,3,5,910,105,1953,RL,AllPub,1Fam,barata
133000,5,7,3,6,1268,832,1949,RL,AllPub,1Fam,barata
66500,5,6,3,5,1131,676,1941,RM,AllPub,1Fam,barata
303477,8,5,4,11,2610,1184,2007,FV,AllPub,1Fam,cara
132250,4,5,3,5,1040,1064,1963,RL,AllPub,1Fam,barata
350000,9,5,4,10,2224,1462,2004,RL,AllPub,1Fam,cara
148000,5,7,3,6,1155,1109,1961,RL,AllPub,1Fam,barata
136500,5,8,3,6,864,864,1978,RL,AllPub,1Fam,barata
157000,5,5,2,5,1090,1090,2005,RL,AllPub,1Fam,barata
187500,7,5,3,7,1717,1156,1990,RL,AllPub,1Fam,barata
178000,6,5,3,7,1593,808,1992,RL,AllPub,1Fam,barata
118500,4,5,5,10,2230,795,1912,RL,AllPub,1Fam,barata
100000,5,5,3,5,892,892,1967,RL,AllPub,1Fam,barata
328900,9,5,2,5,1709,1698,1999,FV,AllPub,TwnhsE,cara
145000,5,5,4,8,1712,1626,1959,RL,AllPub,Duplex,barata
135500,5,7,3,8,1393,816,1955,RL,AllPub,1Fam,barata
268000,8,6,4,8,2217,2217,1970,RL,AllPub,1Fam,cara
149500,6,4,2,6,1505,1505,1953,RL,AllPub,1Fam,barata
122900,5,7,3,6,924,672,1949,RL,AllPub,1Fam,barata
172500,6,5,3,7,1683,918,1978,RL,AllPub,1Fam,barata
154500,6,8,3,6,1068,1059,1963,RL,AllPub,1Fam,barata
165000,5,5,3,6,1383,1383,1954,RL,AllPub,1Fam,barata
118858,5,5,4,8,1535,0,1979,RL,AllPub,Duplex,barata
140000,6,5,4,8,1796,780,1963,RL,AllPub,1Fam,barata
106500,4,6,2,6,951,951,1936,RM,AllPub,1Fam,barata
142953,5,5,6,12,2240,0,1979,RL,AllPub,Duplex,barata
611657,9,5,2,11,2364,2330,2009,RL,AllPub,1Fam,cara
135000,5,7,3,6,1236,912,1961,RL,AllPub,1Fam,barata
110000,4,6,2,4,858,858,1971,RL,AllPub,1Fam,barata
153000,5,7,2,5,1306,992,1957,RL,AllPub,1Fam,barata
180000,7,5,3,8,1509,783,2003,RL,AllPub,1Fam,barata
240000,7,5,3,7,1670,1670,2006,RL,AllPub,1Fam,cara
125500,5,6,3,6,902,876,1967,RL,AllPub,1Fam,barata
128000,5,5,3,6,1063,1056,1954,RL,AllPub,1Fam,barata
255000,8,5,3,8,1636,1623,2006,RL,AllPub,1Fam,cara
250000,7,7,3,6,2057,1017,1936,RL,AllPub,1Fam,cara
131000,5,5,2,5,902,864,1983,RL,AllPub,1Fam,barata
174000,6,5,3,8,1484,742,2005,RL,AllPub,1Fam,barata
154300,5,5,5,12,2274,1105,1960,RL,AllPub,Duplex,barata
143500,5,7,3,5,1268,1268,1977,RL,AllPub,1Fam,barata
88000,5,7,3,6,1015,768,1925,RM,AllPub,1Fam,barata
145000,5,6,4,8,2002,1001,1949,RH,AllPub,Duplex,barata
173733,6,5,2,4,1224,612,2009,FV,AllPub,TwnhsE,barata
75000,4,5,3,6,1092,546,1970,RM,AllPub,Twnhs,barata
35311,2,3,1,4,480,480,1949,C (all),AllPub,1Fam,barata
135000,4,6,3,6,1229,1134,1956,RL,AllPub,1Fam,barata
238000,7,5,4,8,2127,1104,1991,RL,AllPub,1Fam,cara
176500,6,8,3,6,1414,1184,1958,RL,AllPub,1Fam,barata
201000,6,5,3,7,1721,928,1994,RL,AllPub,1Fam,barata
145900,5,7,4,9,2200,1272,1900,RL,AllPub,Duplex,barata
169990,6,5,3,6,1316,1316,2005,RL,AllPub,1Fam,barata
193000,6,5,2,5,1617,1604,1993,RL,AllPub,TwnhsE,barata
207500,6,6,3,7,1686,1686,1980,RL,AllPub,1Fam,barata
175000,5,6,3,6,1126,1126,1977,RL,AllPub,1Fam,barata
285000,8,5,4,10,2374,1181,2003,RL,AllPub,1Fam,cara
176000,7,5,4,9,1978,832,1968,RL,AllPub,1Fam,barata
236500,8,5,3,7,1788,1753,2001,RL,AllPub,1Fam,cara
222000,7,5,4,8,2236,964,1997,RL,AllPub,1Fam,cara
201000,8,5,3,7,1466,1466,2007,RL,AllPub,1Fam,barata
117500,5,6,2,5,925,925,1965,RL,AllPub,1Fam,barata
320000,9,5,3,8,1905,1905,2006,RL,AllPub,1Fam,cara
190000,7,5,3,6,1500,1500,2004,RL,AllPub,1Fam,barata
242000,7,7,4,9,2069,585,1960,RL,AllPub,1Fam,cara
79900,4,5,1,5,747,600,1926,RL,AllPub,1Fam,barata
184900,7,5,2,5,1200,1176,2003,RL,AllPub,1Fam,barata
253000,7,5,3,8,1971,1113,2005,RL,AllPub,1Fam,cara
239799,7,5,3,7,1962,1391,2006,RL,AllPub,1Fam,cara
244400,7,7,4,10,2403,1032,1940,RL,AllPub,1Fam,cara
150900,6,5,4,8,1728,1728,1976,RL,AllPub,Duplex,barata
214000,7,5,3,8,2060,992,1999,RL,AllPub,1Fam,barata
150000,4,3,4,8,1440,1440,1977,RL,AllPub,Duplex,barata
143000,5,4,4,8,1632,1632,1967,RL,AllPub,Duplex,barata
137500,6,6,3,7,1344,819,1958,RL,NoSeWa,1Fam,barata
124900,5,6,2,7,1869,1088,1890,RM,AllPub,1Fam,barata
143000,5,6,3,6,1144,1144,1959,RL,AllPub,1Fam,barata
270000,8,5,3,9,1629,1616,2002,RL,AllPub,1Fam,cara
192500,7,5,3,7,1776,936,2002,RL,AllPub,1Fam,barata
197500,6,7,3,5,1381,1161,1972,RL,AllPub,1Fam,barata
129000,5,8,3,5,864,864,1950,RL,AllPub,1Fam,barata
119900,5,5,3,6,965,828,1965,RH,AllPub,1Fam,barata
133900,5,8,2,5,768,768,1972,RL,AllPub,1Fam,barata
172000,5,4,4,7,1968,784,1969,RL,AllPub,1Fam,barata
127500,6,5,4,4,980,945,1975,RL,AllPub,Duplex,barata
145000,6,6,4,8,1958,979,1946,RH,AllPub,Duplex,barata
124000,6,6,2,5,1229,561,1980,RM,AllPub,TwnhsE,barata
132000,5,5,3,6,1057,1057,1962,RL,AllPub,1Fam,barata
185000,7,5,3,6,1337,1337,2003,RL,AllPub,1Fam,barata
155000,7,5,3,6,1416,696,1999,FV,AllPub,Twnhs,barata
116500,5,7,2,4,858,858,1958,RL,AllPub,1Fam,barata
272000,6,7,4,11,2872,1330,1977,RL,AllPub,1Fam,cara
155000,6,6,3,7,1548,804,1976,RL,AllPub,TwnhsE,barata
239000,9,5,2,7,1800,1800,2007,RL,AllPub,1Fam,cara
214900,7,5,4,8,1894,817,2002,RL,AllPub,1Fam,cara
178900,6,5,3,8,1484,783,2005,RL,AllPub,1Fam,barata
160000,5,7,2,7,1308,728,1940,RL,AllPub,1Fam,barata
135000,5,7,3,6,1098,1098,1955,RL,AllPub,1Fam,barata
37900,3,6,2,6,968,600,1910,RM,AllPub,1Fam,barata
140000,6,5,2,6,1095,588,1958,RL,AllPub,2fmCon,barata
135000,4,4,4,6,1192,720,1949,RL,AllPub,1Fam,barata
173000,7,5,2,6,1626,764,2003,RL,AllPub,Twnhs,barata
99500,6,5,2,5,918,918,1979,RL,AllPub,TwnhsE,barata
182000,7,5,3,6,1428,1428,2007,FV,AllPub,1Fam,barata
167500,7,8,3,8,2019,728,1910,RL,AllPub,1Fam,barata
165000,7,5,3,6,1382,673,2000,FV,AllPub,Twnhs,barata
85500,4,7,2,4,869,440,1923,RL,AllPub,1Fam,barata
199900,7,5,1,4,1241,1241,2006,FV,AllPub,TwnhsE,barata
110000,4,5,3,5,894,894,1954,RL,AllPub,1Fam,barata
139000,5,6,3,5,1121,1121,1963,RL,AllPub,1Fam,barata
178400,7,9,3,6,999,944,1961,RL,AllPub,1Fam,barata
336000,8,5,4,8,2612,1225,1998,RL,AllPub,1Fam,cara
159895,7,5,2,6,1266,1266,2007,RL,AllPub,1Fam,barata
255900,8,5,4,9,2290,1128,2002,RL,AllPub,1Fam,cara
126000,5,5,4,8,1734,0,1977,RL,AllPub,Duplex,barata
125000,5,5,3,5,1164,1164,1950,RL,AllPub,2fmCon,barata
117000,6,8,2,5,1635,485,1910,RM,AllPub,1Fam,barata
395192,9,5,3,8,1940,1930,2009,RL,AllPub,1Fam,cara
195000,6,6,4,8,2030,848,1976,RL,AllPub,1Fam,barata
197000,7,5,3,6,1576,770,2006,FV,AllPub,1Fam,barata
348000,8,5,3,7,2392,1396,1997,RL,AllPub,1Fam,cara
168000,8,9,4,8,1742,916,1882,RM,AllPub,1Fam,barata
187000,6,8,3,7,1851,822,1964,RL,AllPub,1Fam,barata
173900,6,5,3,6,1500,750,2005,RL,AllPub,1Fam,barata
337500,10,5,3,7,1718,1700,2006,RL,AllPub,1Fam,cara
121600,4,7,3,5,1230,747,1946,RL,AllPub,1Fam,barata
136500,5,6,3,6,1050,1050,1961,RL,AllPub,1Fam,barata
185000,6,6,2,6,1442,1442,1970,RL,AllPub,1Fam,barata
91000,3,4,3,6,1077,1007,1922,RM,AllPub,1Fam,barata
206000,7,5,2,6,1208,1187,2006,RL,AllPub,1Fam,barata
82000,3,3,2,4,944,0,1952,RL,AllPub,1Fam,barata
86000,5,6,2,4,691,691,1920,RL,AllPub,1Fam,barata
232000,8,5,3,7,1574,1574,2006,RL,AllPub,1Fam,cara
136905,5,6,4,8,1680,1680,1976,RL,AllPub,Duplex,barata
181000,7,5,1,7,1504,1346,2005,RL,AllPub,TwnhsE,barata
149900,5,8,3,6,985,985,1977,RL,AllPub,1Fam,barata
163500,6,3,3,7,1657,1657,1970,RL,AllPub,1Fam,barata
88000,4,4,3,6,1092,546,1970,RM,AllPub,TwnhsE,barata
240000,7,5,3,7,1710,1710,2004,RL,AllPub,1Fam,cara
102000,5,5,4,7,1522,1008,1926,RL,AllPub,1Fam,barata
135000,5,5,4,7,1271,720,1948,RL,AllPub,1Fam,barata
100000,5,5,4,8,1664,0,1965,RL,AllPub,Duplex,barata
165000,6,7,3,7,1502,602,1923,RL,AllPub,1Fam,barata
85000,5,4,2,4,1022,1022,1910,RM,AllPub,1Fam,barata
119200,6,5,2,5,1082,1082,1948,RL,AllPub,1Fam,barata
227000,8,6,3,6,1665,810,2001,RL,AllPub,1Fam,cara
203000,7,5,3,6,1504,1504,1996,RL,AllPub,1Fam,barata
187500,8,5,1,4,1360,1220,1984,RL,AllPub,TwnhsE,barata
160000,7,5,3,7,1472,384,1991,RL,AllPub,1Fam,barata
213490,7,5,2,6,1506,1362,2005,RL,AllPub,TwnhsE,barata
176000,4,5,2,5,1132,1132,2005,RL,AllPub,1Fam,barata
194000,7,5,2,6,1220,1199,2006,RL,AllPub,1Fam,barata
87000,5,5,2,6,1248,912,1930,RM,AllPub,1Fam,barata
191000,7,5,2,7,1504,1346,2005,RL,AllPub,TwnhsE,barata
287000,8,6,2,10,2898,1565,1976,RL,AllPub,1Fam,cara
112500,5,5,3,5,882,882,1972,RL,AllPub,1Fam,barata
167500,5,5,3,6,1264,1268,1960,RL,AllPub,1Fam,barata
293077,8,5,3,7,1646,1638,2007,RL,AllPub,1Fam,cara
105000,5,5,3,6,1376,768,1941,RL,AllPub,1Fam,barata
118000,6,7,3,7,1218,672,1972,RM,AllPub,Twnhs,barata
160000,5,8,5,10,1928,686,1916,RH,AllPub,2fmCon,barata
197000,7,3,5,12,3082,824,1920,RL,AllPub,1Fam,barata
310000,8,7,5,10,2520,1338,1993,RL,AllPub,1Fam,cara
230000,7,5,3,6,1654,1654,2002,RL,AllPub,1Fam,cara
119750,5,7,2,5,954,920,1938,RL,AllPub,1Fam,barata
84000,4,3,3,5,845,0,1957,RL,AllPub,1Fam,barata
315500,9,5,2,6,1620,1620,2007,RL,AllPub,1Fam,cara
287000,8,5,3,7,2263,1055,2001,RL,AllPub,1Fam,cara
97000,4,6,3,6,1344,546,1970,RM,AllPub,Twnhs,barata
80000,4,4,1,3,630,630,1970,RM,AllPub,TwnhsE,barata
155000,5,4,3,8,1803,1134,1957,RL,AllPub,1Fam,barata
173000,6,8,4,7,1632,800,1966,RL,AllPub,1Fam,barata
196000,6,5,1,5,1306,1306,2005,RL,AllPub,Twnhs,barata
262280,7,5,4,10,2329,1475,1990,RL,AllPub,1Fam,cara
278000,8,5,4,9,2524,2524,1981,RL,AllPub,1Fam,cara
139600,3,5,4,8,1733,0,1955,RL,AllPub,1Fam,barata
556581,9,5,4,11,2868,1992,2005,RL,AllPub,1Fam,cara
145000,5,5,3,5,990,990,1994,RL,AllPub,1Fam,barata
115000,5,4,3,9,1771,0,1960,RL,AllPub,1Fam,barata
84900,4,7,2,6,930,0,1946,RL,AllPub,1Fam,barata
176485,7,5,3,6,1302,1302,2007,RL,AllPub,1Fam,barata
200141,7,5,3,6,1316,1316,2007,RL,AllPub,1Fam,barata
165000,6,6,4,9,1977,816,1964,RL,AllPub,1Fam,barata
144500,5,6,4,7,1526,1216,1957,RL,AllPub,1Fam,barata
255000,8,5,3,7,1989,1065,2002,RL,AllPub,1Fam,cara
180000,6,5,3,7,1523,1193,1976,RL,AllPub,1Fam,barata
185850,7,5,2,6,1364,1364,2005,RL,AllPub,TwnhsE,barata
248000,7,6,3,7,1850,973,1994,RL,AllPub,1Fam,cara
335000,9,5,3,10,2184,1104,2008,RL,AllPub,1Fam,cara
220000,6,7,3,7,1991,854,1932,RL,AllPub,1Fam,cara
213500,8,5,2,6,1338,1338,2001,RL,AllPub,TwnhsE,barata
81000,3,4,2,6,894,894,1935,C (all),AllPub,1Fam,barata
90000,5,5,5,10,2337,662,1900,RM,AllPub,2fmCon,barata
110500,6,6,2,5,1103,1103,1925,RM,AllPub,1Fam,barata
154000,5,6,3,6,1154,1154,1966,RL,AllPub,1Fam,barata
328000,7,5,3,7,2260,1306,1996,RL,AllPub,1Fam,cara
178000,6,7,3,7,1571,799,1993,RL,AllPub,1Fam,barata
167900,6,6,4,7,1611,780,1964,RL,AllPub,1Fam,barata
151400,6,4,5,10,2521,942,1973,RM,AllPub,TwnhsE,barata
135000,5,7,2,4,893,845,1949,RL,AllPub,1Fam,barata
135000,5,5,3,6,1048,1048,1956,RL,AllPub,1Fam,barata
154000,6,6,4,8,1556,727,1968,RL,AllPub,1Fam,barata
91500,5,3,4,7,1456,810,1948,RL,AllPub,1Fam,barata
159500,6,6,3,6,1426,690,1977,RL,AllPub,1Fam,barata
194000,7,5,2,5,1240,1240,2006,RL,AllPub,1Fam,barata
219500,7,6,3,6,1740,800,1940,RL,AllPub,1Fam,cara
170000,5,8,3,7,1466,796,1936,RL,AllPub,1Fam,barata
138800,5,5,3,6,1096,1096,1969,RL,AllPub,1Fam,barata
155900,6,5,1,3,848,848,2004,RM,AllPub,TwnhsE,barata
126000,5,5,3,5,990,990,1994,RL,AllPub,1Fam,barata
145000,6,7,3,5,1258,1258,1971,RL,AllPub,1Fam,barata
133000,5,5,3,5,1040,1040,1963,RL,AllPub,1Fam,barata
192000,7,5,3,6,1459,1459,2002,RL,AllPub,1Fam,barata
160000,6,6,3,6,1251,1251,1964,RL,AllPub,1Fam,barata
187500,6,5,3,6,1498,691,1995,RL,AllPub,1Fam,barata
147000,6,6,2,5,996,936,1992,RL,AllPub,1Fam,barata
83500,4,5,3,6,1092,546,1973,RM,AllPub,TwnhsE,barata
252000,8,5,3,9,1953,1082,2005,FV,AllPub,1Fam,cara
137500,7,5,3,7,1709,970,2004,RM,AllPub,Twnhs,barata
197000,8,5,1,4,1247,1247,2005,FV,AllPub,TwnhsE,barata
92900,3,4,2,6,1040,0,1950,RL,AllPub,Duplex,barata
160000,7,5,2,4,1252,600,1999,FV,AllPub,Twnhs,barata
136500,6,5,4,7,1694,1181,1925,RL,AllPub,1Fam,barata
146000,5,8,1,6,1200,864,1965,RL,AllPub,1Fam,barata
129000,5,7,2,4,936,936,1956,RL,AllPub,1Fam,barata
176432,6,5,3,6,1314,1314,2006,RL,AllPub,1Fam,barata
127000,6,7,3,7,1355,684,1914,RM,AllPub,1Fam,barata
170000,8,5,2,5,1088,1074,1986,RL,AllPub,TwnhsE,barata
128000,4,6,3,6,1324,672,1936,RM,AllPub,1Fam,barata
157000,7,5,3,7,1601,1271,1978,RL,AllPub,1Fam,barata
60000,2,5,1,3,438,290,1920,RL,AllPub,1Fam,barata
119500,5,5,3,5,950,950,1971,RL,AllPub,1Fam,barata
135000,5,7,2,6,1134,1010,1960,RL,AllPub,1Fam,barata
159500,6,6,3,6,1194,655,1959,RL,AllPub,1Fam,barata
106000,5,5,3,6,1302,630,1970,RM,AllPub,TwnhsE,barata
325000,8,5,3,9,2622,1463,1994,RL,AllPub,1Fam,cara
179900,7,5,3,6,1442,910,1990,RL,AllPub,1Fam,barata
274725,7,5,3,9,2021,868,2006,RL,AllPub,1Fam,cara
181000,6,5,3,7,1690,924,2000,RL,AllPub,1Fam,barata
280000,8,5,3,7,1836,1836,2004,RL,AllPub,1Fam,cara
188000,6,5,3,8,1658,773,1995,RL,AllPub,1Fam,barata
205000,7,6,4,8,1964,803,1976,RL,AllPub,1Fam,barata
129900,5,7,2,5,816,816,1957,RL,AllPub,1Fam,barata
134500,5,7,2,6,1008,1008,1953,RL,AllPub,1Fam,barata
117000,5,7,2,4,833,833,1954,RL,AllPub,1Fam,barata
318000,8,5,3,7,1734,1734,2007,RL,AllPub,1Fam,cara
184100,8,5,3,7,1419,408,2002,RL,AllPub,1Fam,barata
130000,5,7,3,5,894,894,1967,RL,AllPub,1Fam,barata
140000,5,6,3,6,1601,533,1958,RL,AllPub,1Fam,barata
133700,5,5,3,6,1040,1040,1959,RL,AllPub,1Fam,barata
118400,6,5,2,6,1012,1012,1920,RM,AllPub,1Fam,barata
212900,7,5,3,7,1552,1552,2005,RL,AllPub,1Fam,barata
112000,4,3,3,5,960,672,1956,RL,AllPub,1Fam,barata
118000,5,9,2,4,698,698,1947,RL,AllPub,1Fam,barata
163900,7,5,3,7,1482,384,1992,RL,AllPub,1Fam,barata
115000,4,5,2,5,1005,1005,1955,RL,AllPub,1Fam,barata
174000,7,5,2,7,1555,1373,2007,RL,AllPub,TwnhsE,barata
259000,7,5,3,7,1530,1530,2004,RL,AllPub,1Fam,cara
215000,7,5,4,8,1959,847,2004,RL,AllPub,1Fam,cara
140000,5,5,2,4,936,936,1980,RM,AllPub,Duplex,barata
135000,4,3,4,7,1981,1122,1928,RL,AllPub,1Fam,barata
93500,5,5,3,5,974,974,1991,RL,AllPub,1Fam,barata
117500,6,4,5,8,2210,1008,1880,RM,AllPub,1Fam,barata
239500,8,5,3,8,2020,1128,1995,RL,AllPub,1Fam,cara
169000,6,5,3,7,1600,916,1997,RL,AllPub,1Fam,barata
102000,6,5,2,5,986,960,1926,RM,AllPub,1Fam,barata
119000,6,5,3,6,1252,1032,1950,RL,AllPub,1Fam,barata
94000,5,8,2,6,1020,780,1875,RL,AllPub,1Fam,barata
196000,6,5,2,5,1567,1567,1977,RL,AllPub,1Fam,barata
144000,5,5,3,6,1167,915,1920,RL,AllPub,1Fam,barata
139000,5,7,2,4,952,952,1951,RL,AllPub,1Fam,barata
197500,5,7,4,9,1868,780,1976,RL,AllPub,1Fam,barata
424870,8,5,4,11,2828,1466,2006,RL,AllPub,1Fam,cara
80000,5,3,3,5,1006,1006,1959,RL,AllPub,1Fam,barata
80000,4,4,2,5,924,672,1941,RL,AllPub,2fmCon,barata
149000,5,6,3,8,1576,1042,1928,RM,AllPub,1Fam,barata
180000,6,5,3,5,1298,1298,1985,RL,AllPub,1Fam,barata
174500,7,7,3,7,1564,704,1941,RL,AllPub,1Fam,barata
116900,7,7,2,5,1111,572,1926,RM,AllPub,1Fam,barata
143000,7,9,3,7,1482,650,1920,RM,AllPub,1Fam,barata
124000,6,5,2,4,932,932,1950,RL,AllPub,1Fam,barata
149900,5,4,3,6,1466,1466,1959,RL,AllPub,1Fam,barata
230000,6,7,2,6,1811,1073,1956,RL,AllPub,1Fam,cara
120500,6,8,2,5,816,816,1930,RM,AllPub,1Fam,barata
201800,7,6,4,8,1820,864,1965,RL,AllPub,1Fam,barata
218000,5,8,3,6,1437,1437,1976,RL,AllPub,1Fam,cara
179900,5,8,3,6,1265,1219,1965,RL,AllPub,1Fam,barata
230000,7,5,2,6,1314,1314,2007,RL,AllPub,Twnhs,cara
235128,8,5,3,7,1580,1580,2007,RL,AllPub,1Fam,cara
185000,6,6,4,8,1876,901,1974,RL,AllPub,1Fam,barata
146000,6,5,3,7,1456,855,1978,RL,AllPub,Twnhs,barata
224000,6,7,3,7,1640,1296,1954,RL,AllPub,1Fam,cara
129000,5,5,3,5,894,894,1968,RL,AllPub,1Fam,barata
108959,4,4,0,6,1258,1198,1969,RL,AllPub,Duplex,barata
194000,5,7,2,5,1432,1360,1978,RL,AllPub,1Fam,barata
233170,7,5,3,7,1502,1502,2009,RL,AllPub,1Fam,cara
245350,8,5,3,7,1694,1694,2008,RL,AllPub,1Fam,cara
173000,6,5,3,7,1671,959,2000,RL,AllPub,1Fam,barata
235000,6,7,4,7,2108,1127,1935,RL,AllPub,1Fam,cara
625000,10,5,4,10,3627,1930,1995,RL,AllPub,1Fam,cara
